,phrase,label,sentiment,subjectivity,language,count
Staunende Besucher,Staunende Besucher,PER,0.0,0.0,de,1.0
Vanessa Mai,Vanessa Mai,PER,0.0,0.0,de,1.0
Sachsens Skigebiete,Sachsens Skigebiete,PER,0.0,0.0,de,1.0
Warnstufe Gelb,Warnstufe Gelb,PER,0.0,0.0,de,1.0
Franz Julen,Franz Julen,PER,-1.0,0.0,de,1.0
Kaweh Mansoori,Kaweh Mansoori,PER,0.0,0.0,de,1.0
Walter Salles,Walter Salles,PER,0.0,0.0,de,1.0
Atletico Ottawa,Atletico Ottawa,PER,0.0,0.0,de,1.0
Wu Ji,Wu Ji,PER,0.7,0.0,de,1.0
Nebel bil,Nebel bil,PER,0.0,0.0,de,1.0
Was besucher,Was besucher,PER,-1.0,0.0,de,1.0
Josef Mengele,Josef Mengele,PER,0.0,0.0,de,1.0
Helge Tuschy,Helge Tuschy,PER,-0.7,0.0,de,1.0
Schnee bede,Schnee bede,PER,0.0,0.0,de,1.0
Vail Resorts,Vail Resorts,PER,0.0,0.0,de,1.0
Sachsen-Anhalts Straßenmeistereien,Sachsen-Anhalts Straßenmeistereien,PER,1.0,0.0,de,1.0
Lucas Braathen,Lucas Braathen,PER,1.0,0.0,de,1.0
Nasa-Studie dokumentier,Nasa-Studie dokumentier,PER,0.0,0.0,de,1.0
