,summary,Mitigation,Impacts,Hazard,Causes,word
dokumentier…,2.189736112984983,0.11687151286430061,0.16905741423920148,-0.10118570612643546,0.11028179331400066,dokumentier…
nasa+-+studie dokumentier…,2.189736112984983,0.11687151286430061,0.16905741423920148,-0.10118570612643546,0.11028179331400066,nasa+-+studie dokumentier…
dokumentier… ein,2.2627922320400344,0.08405300149486121,0.13623890286976212,-0.0943106304317239,0.11632331948813147,dokumentier… ein
dokumentiert,2.41496315748667,0.018968521789486787,1.1259793563208205,-0.23878793383897254,-0.026598199578871266,dokumentiert
nasa+-+studie dokumentier+t,2.119417299167636,0.14951136105844748,0.2016972624333486,-0.10824509457001179,0.10394463969008937,nasa+-+studie dokumentier+t
klaren,3.8138560086697146,-0.43798820002300176,-0.3858022986481006,-0.00927785201491477,0.17917204094691777,klaren
dokumentier+t klar+en,2.094597219420291,0.16129127622166983,0.21347717759657084,-0.11084884286729026,0.1015735690710612,dokumentier+t klar+en
Trend,5.919248675308916,-0.8775569748086568,-0.8253710734337557,0.09077721787752832,0.10271656393065809,Trend
klar+en trend,2.0865057902037485,0.1651617569532542,0.21734765832815525,-0.11171095025252542,0.10078453321042066,klar+en trend
trend der,2.0788928485549762,0.16881708542749874,0.22100298680239971,-0.11252815696225944,0.10003477571356756,trend der
erde dunkel+er,2.0649262186518014,0.1755580567703086,0.22774395814520984,-0.11404295092955746,0.09864034297199045,erde dunkel+er
Seit,24.623148766878913,0.6005300161780831,-0.23223665141281433,0.004404479905845439,-0.24358560657488235,Seit
2001,2.052397978357642,0.18164369800718147,0.23382959938208242,-0.1154191636111616,0.09736824199135341,2001
seit 2001,2.052397978357642,0.18164369800718147,0.23382959938208242,-0.1154191636111616,0.09736824199135341,seit 2001
messen,4.710482475688198,-0.6491377861553659,-0.5969518847804647,0.04714862339753072,0.13596313040277155,messen
2001 mess+en,2.0482264241430874,0.18367829334883246,0.23586419472373354,-0.11588111719163895,0.09694012049730698,2001 mess+en
Forschende,2.042627273970079,0.18641569443064734,0.23860159580554846,-0.11650411006457641,0.09636186778426613,Forschende
mess+en forsch+end+e,2.042627273970079,0.18641569443064734,0.23860159580554846,-0.11650411006457641,0.09636186778426613,mess+en forsch+end+e
sogenannten,7.910302106154201,0.48332979240747,-1.1153275195366261,0.038280268128035394,-0.13247969446959698,sogenannten
forsch+end+e sogenannt+en,2.031483878520443,0.19188605241608514,0.2440719537909864,-0.11775414980362689,0.09519853593050451,forsch+end+e sogenannt+en
Erdalbedo-Effekt,2.023310535677811,0.19591750411378447,0.24810340548868573,-0.11867972570240556,0.09433453243913836,Erdalbedo-Effekt
sogenannt+en erdalbedo-effekt,2.023310535677811,0.19591750411378447,0.24810340548868573,-0.11867972570240556,0.09433453243913836,sogenannt+en erdalbedo-effekt
Anteil,2.0069253989025393,0.20404865440733724,0.2562345557822383,-0.12055783768764215,0.09257450380192439,Anteil
erdalbedo-effekt anteil,2.0069253989025393,0.20404865440733724,0.2562345557822383,-0.12055783768764215,0.09257450380192439,erdalbedo-effekt anteil
Sonnenlichts,2.00092738818329,0.20704178589984545,0.2592276872747465,-0.12125300825625802,0.09192071812653961,Sonnenlichts
anteil sonne+n+licht+s,2.00092738818329,0.20704178589984545,0.2592276872747465,-0.12125300825625802,0.09192071812653961,anteil sonne+n+licht+s
sonne+n+licht+s all,1.989912736178329,0.21256176647031028,0.26474766784521153,-0.12254048717609653,0.09070657999890833,sonne+n+licht+s all
zurückges…,1.988036561326862,0.21350505400379444,0.2656909553786955,-0.12276120706425124,0.09049800295886715,zurückges…
all zurückges…,1.988036561326862,0.21350505400379444,0.2656909553786955,-0.12276120706425124,0.09049800295886715,all zurückges…
+3315,1.9826184253528172,0.21623414497495588,0.268420046349857,-0.12340095491744485,0.08989274004626002,+3315
zurückges… +3315,1.9826184253528172,0.21623414497495588,0.268420046349857,-0.12340095491744485,0.08989274004626002,zurückges… +3315
+3315 chars,1.980021058716198,0.21754507271341553,0.2697309740883167,-0.12370887821034132,0.08960103864572432,+3315 chars
Wenig,15.707995242489675,-1.8535172807653595,-0.4740932237628037,0.08263305160120268,0.15329709867274444,Wenig
klima+wandel wenig,4.602721196721133,-0.6259951400157848,-0.5738092386408837,0.012731674266535254,0.19120199657802187,klima+wandel wenig
wenig schnee,54.381044984011034,-3.095363102270877,-0.5969317449768607,0.10550008545909172,0.15236197968903,wenig schnee
Hitze,29.99250259558866,-1.0228387335062712,-1.7302349783753785,0.07674123759676431,0.19263002889812783,Hitze
schnee hitze,6.090322799019054,-0.9060485320035843,-0.8538626306286832,0.02422799697069355,0.2285026902254029,schnee hitze
Gletscher,9.490656142530366,-1.3496551975673547,-0.24264436303602102,0.054479227989976925,0.1485617613184606,Gletscher
hitze gletscher,4.51725412467176,-0.6072517616243668,-0.5550658602494657,0.010696640776435187,0.19017810542088276,hitze gletscher
schrumpfen,6.828207004293843,1.389452608564669,-0.9682236669925129,-0.3745130800753018,-0.17190821823508015,schrumpfen
gletscher schrumpf+en,4.0965466743386,-0.509491791167636,-0.4573058897927348,-0.0004751156843115074,0.18422991964406613,gletscher schrumpf+en
Hier,432.8088619921106,-0.41224473189571204,-1.4028471138525571,0.2050689003312427,-0.2149706850761584,Hier
schrumpf+en hier,2.399872012451461,0.02523714529187285,0.07742304666677387,-0.08759516705000708,0.13463010166708902,schrumpf+en hier
finden,390.3131642016347,-0.3895404486814829,-1.455604817489217,0.20556427197441252,-0.21889379696311748,finden
hier find+en,384.6956502642479,-0.37504354951434804,-1.441107918322082,0.20450388565409142,-0.22030719403836543,hier find+en
Sie,910.4647393846141,-0.37493264611890953,-1.4368319366525237,0.20353113446798765,-0.21761104719529395,Sie
find+en sie,368.6795007499765,-0.36253923054318754,-1.43652911424894,0.20332174148149537,-0.22025160153166343,find+en sie
Informationen,364.3687521768511,-0.37256953762011796,-1.4105570211513667,0.2022104242479813,-0.2158679706793025,Informationen
sie information+en,361.77459685383343,-0.3654244846141913,-1.4321563693965482,0.2024997035594463,-0.21723771386881152,sie information+en
Thema,403.71843209276716,-0.3882477768780591,-1.4878839440174274,0.1999912331477044,-0.20026382744979493,Thema
information+en thema,399.7748017399524,-0.37843148508138125,-1.4780676522207494,0.1982758076913753,-0.19819245319377196,information+en thema
thema klima+wandel,3.201476355741214,-0.26295951150191665,-0.21077361012701573,-0.2217471201423935,0.4142359648804596,thema klima+wandel
Lesen,454.2029283211985,-0.38684922707992436,-1.4971826933787817,0.20212001070638388,-0.2065065838952607,Lesen
les+en sie,487.9609295918104,-0.38783722056539227,-1.541570557255093,0.20320216913387834,-0.20696793701324118,les+en sie
sie wenig,7.040874301304148,-1.0510797999065513,-0.9988938985316503,0.06656638754159323,0.1792942174952495,sie wenig
gibt,132.59360304126756,-0.639883995630882,-1.2419379093139393,0.1350150413752156,0.006210586435417705,gibt
Verschnaufpause,2.9099938458941197,-0.1674984132895955,-0.11531251191469452,-0.04992087689036401,0.15613780347799552,Verschnaufpause
geb+t verschnaufpause,2.9099938458941197,-0.1674984132895955,-0.11531251191469452,-0.04992087689036401,0.15613780347799552,geb+t verschnaufpause
Schweizer,19.02146595105086,-2.044915575256372,1.2587201879178356,-0.0881289043205874,-0.11288209046865072,Schweizer
verschnaufpause schweizer,2.8039317242821706,-0.1303700663972582,-0.07818416502235721,-0.05591717977954103,0.15135228197526604,verschnaufpause schweizer
schweizer gletscher,3.5993074668942633,-0.3800889035708223,-0.3279030021959213,0.03786033834838427,0.07620404462754037,schweizer gletscher
Jahr,65.7702097571566,-0.43647818831797436,0.151285693844233,0.005106544304631142,0.060833092336049034,Jahr
gletscher jahr,3.406900633791094,-0.32515041986562604,-0.272964518490725,-0.025390642612907806,0.17150056848212708,gletscher jahr
wurde,37.385866195930106,-0.9757845060181016,0.1576100916104662,0.08329068321931006,-0.021623949238216953,wurde
jahr werd+e,2.694952337125461,-0.09072796545828264,-0.03854206408338162,-0.06251760202865728,0.14586050574084145,jahr werd+e
viertgrößte,2.6489792892094033,-0.07352183883782105,-0.021335937462919972,-0.0654520393471648,0.14335434346750983,viertgrößte
werd+e viertgrößt+e,2.6489792892094033,-0.07352183883782105,-0.021335937462919972,-0.0654520393471648,0.14335434346750983,werd+e viertgrößt+e
Schwund,2.624743761130258,-0.06433072339287886,-0.012144822017977775,-0.06703804181130067,0.1419855188980091,Schwund
viertgrößt+e schwund,2.624743761130258,-0.06433072339287886,-0.012144822017977775,-0.06703804181130067,0.1419855188980091,viertgrößt+e schwund
seit,91.14059763872193,0.146293935161432,-0.3903492070411791,0.07474704598188238,-0.14526624527744206,seit
schwund seit,2.609733627982608,-0.05859560480354149,-0.006409703428640513,-0.06803443423387817,0.14112084296554933,schwund seit
Messbeginn,2.6007687929637355,-0.05515453784276643,-0.00296863646786535,-0.06863480736901655,0.14059816114428578,Messbeginn
seit mess+beginn,2.6007687929637355,-0.05515453784276643,-0.00296863646786535,-0.06863480736901655,0.14059816114428578,seit mess+beginn
1950,2.582066132416543,-0.047937351882551285,0.00424854949234989,-0.06990030092413785,0.13949249133911346,1950
mess+beginn 1950,2.582066132416543,-0.047937351882551285,0.00424854949234989,-0.06990030092413785,0.13949249133911346,mess+beginn 1950
erfasst,9.174001009875209,-0.11389307826682538,-1.2635350518016615,0.0696180881280912,0.04122210187746999,erfasst
1950 erfass+t,2.573991058890397,-0.044805082464795386,0.007380818910105795,-0.07045221530867576,0.13900867275483209,1950 erfass+t
Ihr,8.036713633436609,0.7068103702549318,0.04007124706100477,-0.07790484762728446,-0.18882480880079233,Ihr
Volumen,2.5541117127001014,-0.03705194386499817,0.015133957509902948,-0.07182546673979072,0.1378008379307394,Volumen
ihr volumen,2.5541117127001014,-0.03705194386499817,0.015133957509902948,-0.07182546673979072,0.1378008379307394,ihr volumen
ging,7.759888571657208,1.3322123466335147,-1.0961295203160533,-0.2930972628933424,-0.22003662785064787,ging
volumen geh,2.542607374432778,-0.03253752680225491,0.019648374572646222,-0.07262981782541109,0.13709083507885497,volumen geh
drei,48.30498134994277,-1.7656004255215332,0.5629840701253149,0.032994428000945916,0.022791247553892592,drei
geh drei,2.531605073632087,-0.028200964959201394,0.023984936415699692,-0.07340582397980164,0.136404161377235,geh drei
Prozent,7.888911364294268,0.7059218659468767,1.6201610928261765,-0.5544618945564613,-0.3988520384059013,Prozent
drei prozent,2.524966326612884,-0.025575173564948487,0.02661072780995263,-0.07387730651477235,0.13598617227933898,drei prozent
prozent zurück,2.514810349354419,-0.021544839818474333,0.030641061556426714,-0.07465526197228889,0.1354262650085389,prozent zurück
Gletsc…,2.497196108910484,-0.014515992944716777,0.03766990843018418,-0.07674212497922214,0.13562188134772926,Gletsc…
zurück gletsc…,2.497196108910484,-0.014515992944716777,0.03766990843018418,-0.07674212497922214,0.13562188134772926,zurück gletsc…
+2221,2.597598028501046,-0.053934629758243396,-0.001748728383342305,-0.16920814830213238,0.28568520187603935,+2221
gletsc… +2221,2.015712179876323,0.19967998098022988,0.251865882355131,-0.11954689026640598,0.09352302924718181,gletsc… +2221
+2221 chars,2.586053612566274,-0.04948045890705234,0.0027054424678486216,-0.16951437977980055,0.28438142729486904,+2221 chars
Gletscherschwund,2.9670128668692586,-0.18690312488040545,-0.13471722350550425,-0.057991386350165625,0.1765468331122926,Gletscherschwund
schrumpf+en gletscher+schwund,2.9670128668692586,-0.18690312488040545,-0.13471722350550425,-0.057991386350165625,0.1765468331122926,schrumpf+en gletscher+schwund
Rekordtempo,4.9234564091620605,-0.6933582529598762,-0.6411723515849752,0.01542264310941945,0.20193753854377122,Rekordtempo
gletscher+schwund rekord+tempo,2.7997897708023793,-0.12889177942752938,-0.07670587805262838,-0.06387722633671693,0.16368878554253416,gletscher+schwund rekord+tempo
rekord+tempo warum,2.7217977608704205,-0.10064005040019611,-0.048454149025295025,-0.06719396965869559,0.15758916843330947,rekord+tempo warum
schneearmer,2.6721850703141765,-0.0822439630394193,-0.030058061664518174,-0.0695126263329843,0.15366759289972357,schneearmer
