domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
science.orf.at,0.10113636363636364,0.14457421812153973,0.18257575757575759,0.22676635508377294,11.0
www.spektrum.de,0.18066017316017316,0.16897388871360122,0.08722943722943723,0.08549756150978073,11.0
www.googlewatchblog.de,0.4712337662337662,0.25293851412843216,0.25833333333333336,0.21899391163530857,11.0
www.telepolis.de,-0.020370370370370372,0.22078399039807006,0.05888888888888889,0.11523816811693295,10.0
wien.orf.at,0.054444444444444434,0.20678759902641916,0.05555555555555555,0.08333333333333333,9.0
www.computerbase.de,0.3372222222222222,0.22236106773543887,0.0,0.0,9.0
taz.de,0.16018518518518518,0.3249940645231981,0.24074074074074073,0.12285976397884815,9.0
www.autobild.de,0.21101190476190473,0.12542081740400832,0.12797619047619047,0.19423898164113726,8.0
www.dw.com,0.009136904761904756,0.1690209779476931,0.058333333333333334,0.08116219309075863,8.0
www.kino.de,0.42416666666666664,0.36262053277999967,0.09375,0.18600595228571123,8.0
steiermark.orf.at,0.11208333333333333,0.1353178210673402,0.09166666666666667,0.10837911120705754,8.0
www.ibiza-heute.de,-0.0029761904761904773,0.19797461557658952,0.03571428571428571,0.09449111825230681,7.0
scilogs.spektrum.de,0.06749999999999999,0.20557338511263237,0.21333333333333332,0.27648588471103624,5.0
www.pcgames.de,0.15464285714285714,0.35168054990811404,0.1,0.10458250331675945,5.0
oe3.orf.at,-0.045000000000000005,0.30331501776206204,0.02857142857142857,0.06388765649999399,5.0
www.mobiflip.de,0.06083333333333333,0.32470071690027963,0.025,0.05590169943749475,5.0
www.jungewelt.de,-0.007500000000000005,0.16288416129261926,0.05,0.1118033988749895,5.0
www.dwdl.de,0.255,0.20619569992283218,0.04,0.08,4.0
www.freitag.de,0.11388888888888889,0.09871864246620478,0.0,0.0,3.0
hallespektrum.de,0.33,0.4355456348076514,0.0,0.0,3.0
www.appgefahren.de,0.33,0.29929082845954375,0.041666666666666664,0.07216878364870323,3.0
www.rtl.de,0.01333333333333333,0.12055427546683414,0.06666666666666667,0.11547005383792516,3.0
www.perlentaucher.de,0.0,0.0,0.0,0.0,2.0
www.visions.de,-0.11666666666666665,0.1649915822768611,0.0,0.0,2.0
frische-brise.blogspot.com,-0.011666666666666672,0.3370542323655877,0.06666666666666667,0.09428090415820634,2.0
www.macerkopf.de,0.13999999999999999,0.1979898987322333,0.08333333333333333,0.11785113019775792,2.0
www.abendblatt.de,0.3222222222222222,0.03142696805273541,0.05,0.07071067811865477,2.0
www.basicthinking.de,0.05833333333333332,0.08249579113843053,0.0,0.0,2.0
www.iphoneblog.de,0.14250000000000002,0.4372276930336819,0.075,0.10606601717798213,2.0
fm4.orf.at,0.125,0.1767766952966369,0.125,0.1767766952966369,2.0
www.iphone-ticker.de,0.0,0.0,0.0,0.0,2.0
www.horizont.net,0.27499999999999997,0.10606601717798214,0.0,0.0,2.0
snipz.de,0.425,0.10606601717798214,0.0,0.0,2.0
www.apfelpage.de,0.14285714285714285,0.20203050891044214,0.0,0.0,2.0
www.globenewswire.com,0.02500000000000001,0.3653385036130495,0.0,0.0,2.0
sport.orf.at,-0.1,0.14142135623730953,0.0,0.0,2.0
sz-magazin.sueddeutsche.de,0.10625,0.2032931995911324,0.0,0.0,2.0
www.kino-zeit.de,0.0,1.0,0.0,1.0,1.0
www.teltarif.de,0.0,1.0,0.0,1.0,1.0
www.der-postillon.com,0.0,1.0,0.0,1.0,1.0
www.dealcatcher.com,0.0,1.0,0.0,1.0,1.0
netzpolitik.org,0.0,1.0,0.0,1.0,1.0
futurezone.at,0.0,1.0,0.0,1.0,1.0
www.businessinsider.de,0.0,1.0,0.0,1.0,1.0
laut.de,0.0,1.0,0.0,1.0,1.0
www.rostock-heute.de,0.0,1.0,0.0,1.0,1.0
news.samsung.com,0.0,1.0,0.0,1.0,1.0
versicherungswirtschaft-heute.de,0.0,1.0,0.0,1.0,1.0
www.digitalkamera.de,0.0,1.0,0.0,1.0,1.0
www.photoscala.de,0.0,1.0,0.0,1.0,1.0
www.ndr.de,0.0,1.0,0.0,1.0,1.0
www.mdr.de,0.0,1.0,0.0,1.0,1.0
www.maclife.de,0.0,1.0,0.0,1.0,1.0
www.kraftfuttermischwerk.de,0.0,1.0,0.0,1.0,1.0
seibert.group,0.0,1.0,0.0,1.0,1.0
